Fluss;Land;_area;_length;dissolve;scalerank;featurecla;name_alt;rivernum;note;labelrank;sov_a3;adm0_dif;level;type;admin;adm0_a3;geou_dif;geounit;gu_a3;su_dif;subunit;su_a3;brk_diff;name_long;brk_a3;brk_name;brk_group;abbrev;postal;formal_en;formal_fr;note_adm0;note_brk;name_sort;mapcolor7;mapcolor8;mapcolor9;mapcolor13;pop_est;gdp_md_est;pop_year;lastcensus;gdp_year;economy;income_grp;wikipedia;fips_10;iso_a2;iso_a3;iso_n3;un_a3;wb_a2;wb_a3;woe_id;adm0_a3_is;adm0_a3_us;adm0_a3_un;adm0_a3_wb;continent;region_un;subregion;region_wb;name_len;long_len;abbrev_len;tiny;homepart
Paran?;Paraguay;35,30339202;2989,39548;99River;4;River;;99;;4;PRY;0;2;Sovereign country;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;Paraguay;;Para.;PY;Republic of Paraguay;;;;Paraguay;6;3;6;2;6995655;28890;-99;2002;-99;5. Emerging region: G20;4. Lower middle income;-99;;PY;PRY;600;600;PY;PRY;-99;PRY;PRY;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;5;-99;1
Paran?;Paraguay;35,30339202;77,17423875;99River;4;River;;99;;4;PRY;0;2;Sovereign country;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;Paraguay;;Para.;PY;Republic of Paraguay;;;;Paraguay;6;3;6;2;6995655;28890;-99;2002;-99;5. Emerging region: G20;4. Lower middle income;-99;;PY;PRY;600;600;PY;PRY;-99;PRY;PRY;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;5;-99;1
Paran?;Brazil;707,1029865;109677,0079;99River;4;River;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Paran?;Paraguay;35,30339202;25,92684607;99River;4;River;;99;;4;PRY;0;2;Sovereign country;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;Paraguay;;Para.;PY;Republic of Paraguay;;;;Paraguay;6;3;6;2;6995655;28890;-99;2002;-99;5. Emerging region: G20;4. Lower middle income;-99;;PY;PRY;600;600;PY;PRY;-99;PRY;PRY;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;5;-99;1
Paran?;Brazil;707,1029865;261018,9811;99River;4;River;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Paran?;Brazil;707,1029865;142114,0459;99River;4;River;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Paran?;Brazil;707,1029865;123372,0988;99River;4;River;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Paran?;Paraguay;35,30339202;184573,4928;99Lake Centerline;4;Lake Centerline;;99;;4;PRY;0;2;Sovereign country;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;Paraguay;;Para.;PY;Republic of Paraguay;;;;Paraguay;6;3;6;2;6995655;28890;-99;2002;-99;5. Emerging region: G20;4. Lower middle income;-99;;PY;PRY;600;600;PY;PRY;-99;PRY;PRY;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;5;-99;1
Paran?;Paraguay;35,30339202;4264,029543;99Lake Centerline;4;Lake Centerline;;99;;4;PRY;0;2;Sovereign country;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;0;Paraguay;PRY;Paraguay;;Para.;PY;Republic of Paraguay;;;;Paraguay;6;3;6;2;6995655;28890;-99;2002;-99;5. Emerging region: G20;4. Lower middle income;-99;;PY;PRY;600;600;PY;PRY;-99;PRY;PRY;-99;-99;South America;Americas;South America;Latin America & Caribbean;8;8;5;-99;1
Paran?;Brazil;707,1029865;183618,6306;99Lake Centerline;4;Lake Centerline;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Paran?;Brazil;707,1029865;116395,6845;99Lake Centerline;4;Lake Centerline;;99;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Dan;China;951,1218109;199560,1814;999River;9;River;;999;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Dan;China;951,1218109;85408,57194;999Lake Centerline;9;Lake Centerline;;999;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Sri Lanka;Sri Lanka;5,432875434;27722,92455;998River;9;River;;998;;3;LKA;0;2;Sovereign country;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;Sri Lanka;;Sri L.;LK;Democratic Socialist Republic of Sri Lanka;;;;Sri Lanka;3;5;4;9;21324791;91870;-99;2001;-99;6. Developing region;4. Lower middle income;-99;;LK;LKA;144;144;LK;LKA;-99;LKA;LKA;-99;-99;Asia;Asia;Southern Asia;South Asia;9;9;6;-99;1
;;;307,0185881;998River;9;River;;998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;Sri Lanka;5,432875434;40561,37147;998River;9;River;;998;;3;LKA;0;2;Sovereign country;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;Sri Lanka;;Sri L.;LK;Democratic Socialist Republic of Sri Lanka;;;;Sri Lanka;3;5;4;9;21324791;91870;-99;2001;-99;6. Developing region;4. Lower middle income;-99;;LK;LKA;144;144;LK;LKA;-99;LKA;LKA;-99;-99;Asia;Asia;Southern Asia;South Asia;9;9;6;-99;1
Sri Lanka;Sri Lanka;5,432875434;17871,32563;998Lake Centerline;9;Lake Centerline;;998;;3;LKA;0;2;Sovereign country;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;0;Sri Lanka;LKA;Sri Lanka;;Sri L.;LK;Democratic Socialist Republic of Sri Lanka;;;;Sri Lanka;3;5;4;9;21324791;91870;-99;2001;-99;6. Developing region;4. Lower middle income;-99;;LK;LKA;144;144;LK;LKA;-99;LKA;LKA;-99;-99;Asia;Asia;Southern Asia;South Asia;9;9;6;-99;1
Yanisyoki (Janisjoki);Russia;2925,892323;44482,83586;997River;9;River;;997;Version 1.2 edit in N. America and Europe;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yanisyoki (Janisjoki);Russia;2925,892323;29177,80884;997River;9;River;;997;Version 1.2 edit in N. America and Europe;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yanisyoki (Janisjoki);Finland;62,2278049;167170,5448;997River;9;River;;997;Version 1.2 edit in N. America and Europe;3;FI1;1;2;Country;Finland;FIN;0;Finland;FIN;0;Finland;FIN;0;Finland;FIN;Finland;;Fin.;FIN;Republic of Finland;;;;Finland;4;1;4;6;5250275;193500;-99;2010;-99;2. Developed region: nonG7;1. High income: OECD;-99;;FI;FIN;246;246;FI;FIN;-99;FIN;FIN;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;7;7;4;-99;1
Yanisyoki (Janisjoki);Russia;2925,892323;4230,394378;997River;9;River;;997;Version 1.2 edit in N. America and Europe;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yanisyoki (Janisjoki);Russia;2925,892323;289064,197;997Lake Centerline;9;Lake Centerline;;997;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yanisyoki (Janisjoki);Russia;2925,892323;51833,02555;997Lake Centerline;9;Lake Centerline;;997;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kola;;;255,4253676;996River;9;River;;996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kola;Russia;2925,892323;80590,1592;996River;9;River;;996;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kola;Russia;2925,892323;51290,20863;996River;9;River;;996;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kola;Russia;2925,892323;209821,0381;996River;9;River;;996;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kola;Russia;2925,892323;248969,285;996Lake Centerline;9;Lake Centerline;;996;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kola;Russia;2925,892323;40442,16333;996Lake Centerline;9;Lake Centerline;;996;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Indals?lven;Sweden;78,56087945;218783,28;995River;9;River;;995;Version 1.2 edit in N. America and Europe;3;SWE;0;2;Sovereign country;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;Sweden;;Swe.;S;Kingdom of Sweden;;;;Sweden;1;4;2;4;9059651;344300;-99;-99;-99;2. Developed region: nonG7;1. High income: OECD;-99;;SE;SWE;752;752;SE;SWE;-99;SWE;SWE;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Indals?lven;Norway;85,59744388;5333,97742;995River;9;River;;995;Version 1.2 edit in N. America and Europe;3;NOR;0;2;Sovereign country;Norway;NOR;0;Norway;NOR;0;Norway;NOR;0;Norway;NOR;Norway;;Nor.;N;Kingdom of Norway;;;;Norway;5;3;8;12;4676305;276400;-99;2001;-99;2. Developed region: nonG7;1. High income: OECD;-99;;NO;NOR;578;578;NO;NOR;-99;NOR;NOR;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Indals?lven;Sweden;78,56087945;17828,75219;995River;9;River;;995;Version 1.2 edit in N. America and Europe;3;SWE;0;2;Sovereign country;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;Sweden;;Swe.;S;Kingdom of Sweden;;;;Sweden;1;4;2;4;9059651;344300;-99;-99;-99;2. Developed region: nonG7;1. High income: OECD;-99;;SE;SWE;752;752;SE;SWE;-99;SWE;SWE;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Indals?lven;;;12,49422256;995River;9;River;;995;Version 1.2 edit in N. America and Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indals?lven;Sweden;78,56087945;458758,877;995River;9;River;;995;Version 1.2 edit in N. America and Europe;3;SWE;0;2;Sovereign country;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;Sweden;;Swe.;S;Kingdom of Sweden;;;;Sweden;1;4;2;4;9059651;344300;-99;-99;-99;2. Developed region: nonG7;1. High income: OECD;-99;;SE;SWE;752;752;SE;SWE;-99;SWE;SWE;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Indals?lven;Sweden;78,56087945;76053,21223;995River;9;River;;995;Version 1.2 edit in N. America and Europe;3;SWE;0;2;Sovereign country;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;Sweden;;Swe.;S;Kingdom of Sweden;;;;Sweden;1;4;2;4;9059651;344300;-99;-99;-99;2. Developed region: nonG7;1. High income: OECD;-99;;SE;SWE;752;752;SE;SWE;-99;SWE;SWE;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Indals?lven;Sweden;78,56087945;92901,43615;995Lake Centerline;9;Lake Centerline;;995;Version 1.2 edit in N. America and Europe;3;SWE;0;2;Sovereign country;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;0;Sweden;SWE;Sweden;;Swe.;S;Kingdom of Sweden;;;;Sweden;1;4;2;4;9059651;344300;-99;-99;-99;2. Developed region: nonG7;1. High income: OECD;-99;;SE;SWE;752;752;SE;SWE;-99;SWE;SWE;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;6;6;4;-99;1
Soto la Marina;Mexico;174,2020219;156840,8721;994River;9;River;;994;;2;MEX;0;2;Sovereign country;Mexico;MEX;0;Mexico;MEX;0;Mexico;MEX;0;Mexico;MEX;Mexico;;Mex.;MX;United Mexican States;;;;Mexico;6;1;7;3;111211789;1563000;-99;2010;-99;4. Emerging region: MIKT;3. Upper middle income;-99;;MX;MEX;484;484;MX;MEX;-99;MEX;MEX;-99;-99;North America;Americas;Central America;Latin America & Caribbean;6;6;4;-99;1
Soto la Marina;Mexico;174,2020219;15311,98426;994Lake Centerline;9;Lake Centerline;;994;;2;MEX;0;2;Sovereign country;Mexico;MEX;0;Mexico;MEX;0;Mexico;MEX;0;Mexico;MEX;Mexico;;Mex.;MX;United Mexican States;;;;Mexico;6;1;7;3;111211789;1563000;-99;2010;-99;4. Emerging region: MIKT;3. Upper middle income;-99;;MX;MEX;484;484;MX;MEX;-99;MEX;MEX;-99;-99;North America;Americas;Central America;Latin America & Caribbean;6;6;4;-99;1
Murat;Turkey;81,20944718;593712,9609;993River;9;River;;993;;2;TUR;0;2;Sovereign country;Turkey;TUR;0;Turkey;TUR;0;Turkey;TUR;0;Turkey;TUR;Turkey;;Tur.;TR;Republic of Turkey;;;;Turkey;6;3;8;4;76805524;902700;-99;2000;-99;4. Emerging region: MIKT;3. Upper middle income;-99;;TR;TUR;792;792;TR;TUR;-99;TUR;TUR;-99;-99;Asia;Asia;Western Asia;Europe & Central Asia;6;6;4;-99;1
Murat;Turkey;81,20944718;139121,8042;993Lake Centerline;9;Lake Centerline;;993;;2;TUR;0;2;Sovereign country;Turkey;TUR;0;Turkey;TUR;0;Turkey;TUR;0;Turkey;TUR;Turkey;;Tur.;TR;Republic of Turkey;;;;Turkey;6;3;8;4;76805524;902700;-99;2000;-99;4. Emerging region: MIKT;3. Upper middle income;-99;;TR;TUR;792;792;TR;TUR;-99;TUR;TUR;-99;-99;Asia;Asia;Western Asia;Europe & Central Asia;6;6;4;-99;1
Coari;Brazil;707,1029865;406347,03;992River;9;River;;992;;2;BRA;0;2;Sovereign country;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;0;Brazil;BRA;Brazil;;Brazil;BR;Federative Republic of Brazil;;;;Brazil;5;6;5;7;198739269;1993000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;BR;BRA;76;76;BR;BRA;-99;BRA;BRA;-99;-99;South America;Americas;South America;Latin America & Caribbean;6;6;6;-99;1
Msta;Russia;2925,892323;899078,4323;991River;9;River;;991;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Msta;Russia;2925,892323;11156,6529;991Lake Centerline;9;Lake Centerline;;991;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
San Miguel;Bolivia;92,20358723;295060,2824;990River;9;River;;990;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
San Miguel;Bolivia;92,20358723;329110,5302;990River;9;River;;990;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
San Miguel;Bolivia;92,20358723;127678,1221;990River;9;River;;990;;3;BOL;0;2;Sovereign country;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;0;Bolivia;BOL;Bolivia;;Bolivia;BO;Plurinational State of Bolivia;;;;Bolivia;1;5;2;3;9775246;43270;-99;2001;-99;5. Emerging region: G20;4. Lower middle income;-99;;BO;BOL;68;68;BO;BOL;-99;BOL;BOL;-99;-99;South America;Americas;South America;Latin America & Caribbean;7;7;7;-99;1
Orange;;;3,44E-05;98River;4;River;;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Orange;South Africa;113,1013421;0,002030941;98River;4;River;;98;;2;ZAF;0;2;Sovereign country;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;South Africa;;S.Af.;ZA;Republic of South Africa;;;;South Africa;2;3;4;2;49052489;491000;-99;2001;-99;5. Emerging region: G20;3. Upper middle income;-99;;ZA;ZAF;710;710;ZA;ZAF;-99;ZAF;ZAF;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;12;12;5;-99;1
Orange;Namibia;72,12914876;26871,30703;98River;4;River;;98;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Orange;South Africa;113,1013421;5585,515517;98River;4;River;;98;;2;ZAF;0;2;Sovereign country;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;South Africa;;S.Af.;ZA;Republic of South Africa;;;;South Africa;2;3;4;2;49052489;491000;-99;2001;-99;5. Emerging region: G20;3. Upper middle income;-99;;ZA;ZAF;710;710;ZA;ZAF;-99;ZAF;ZAF;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;12;12;5;-99;1
Orange;Namibia;72,12914876;37848,0077;98River;4;River;;98;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Orange;South Africa;113,1013421;3593,008526;98River;4;River;;98;;2;ZAF;0;2;Sovereign country;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;South Africa;;S.Af.;ZA;Republic of South Africa;;;;South Africa;2;3;4;2;49052489;491000;-99;2001;-99;5. Emerging region: G20;3. Upper middle income;-99;;ZA;ZAF;710;710;ZA;ZAF;-99;ZAF;ZAF;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;12;12;5;-99;1
Orange;Namibia;72,12914876;19750,32692;98River;4;River;;98;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Orange;South Africa;113,1013421;1096,726422;98River;4;River;;98;;2;ZAF;0;2;Sovereign country;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;South Africa;;S.Af.;ZA;Republic of South Africa;;;;South Africa;2;3;4;2;49052489;491000;-99;2001;-99;5. Emerging region: G20;3. Upper middle income;-99;;ZA;ZAF;710;710;ZA;ZAF;-99;ZAF;ZAF;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;12;12;5;-99;1
Orange;Namibia;72,12914876;1816,923284;98River;4;River;;98;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Orange;South Africa;113,1013421;761,7213555;98River;4;River;;98;;2;ZAF;0;2;Sovereign country;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;0;South Africa;ZAF;South Africa;;S.Af.;ZA;Republic of South Africa;;;;South Africa;2;3;4;2;49052489;491000;-99;2001;-99;5. Emerging region: G20;3. Upper middle income;-99;;ZA;ZAF;710;710;ZA;ZAF;-99;ZAF;ZAF;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;12;12;5;-99;1
